raceid,driverid,qnumber,q
1012,844,1,00:01:32.7
1012,844,2,00:01:32.3
1012,844,3,00:01:31.9
1012,846,1,00:01:34.1
1012,846,2,00:01:34
1012,847,1,00:01:35.3
1013,1,1,00:01:41.6
1013,1,2,00:01:41.6
1013,1,3,00:01:40.6
1013,8,1,\N
1013,9,1,00:01:45.5
1013,20,1,00:01:42
1013,20,2,00:01:41.9
1013,20,3,00:01:40.8
1013,154,1,00:01:43.4
1013,807,1,00:01:43.4
1013,815,1,00:01:42.2
1013,815,2,00:01:41.9
1013,815,3,00:01:41.6
1013,817,1,00:01:42.5
1013,817,2,00:01:42.5
1013,822,1,00:01:42
1013,822,2,00:01:41.5
1013,822,3,00:01:40.5
1013,825,1,00:01:42.4
1013,825,2,00:01:42.7
1013,826,1,00:01:42.3
1013,826,2,00:01:42.2
1013,826,3,00:01:41.7
1013,830,1,00:01:41.7
1013,830,2,00:01:41.4
1013,830,3,00:01:41.1
1013,832,1,00:01:41.9
1013,832,2,00:01:42.4
1013,840,1,00:01:42.6
1013,841,1,00:01:42.1
1013,841,2,00:01:42.4
1013,841,3,00:01:42.4
1013,842,1,\N
1013,844,1,00:01:41.4
1013,844,2,00:01:42
1013,846,1,00:01:42.4
1013,846,2,00:01:42.1
1013,846,3,00:01:41.9
1013,847,1,00:01:45.1
1013,848,1,00:01:42.2
1013,848,2,00:01:42.5
1014,1,1,00:01:17.3
1014,1,2,00:01:16
1014,1,3,00:01:16
1014,8,1,00:01:18.1
1014,8,2,00:01:17.8
1014,9,1,00:01:20.3
1014,20,1,00:01:17.4
1014,20,2,00:01:16.7
1014,20,3,00:01:16.3
1014,154,1,00:01:18
1014,154,2,00:01:17.1
1014,154,3,00:01:16.9
1014,807,1,00:01:18.4
1014,815,1,00:01:18.3
1014,815,2,00:01:17.9
1014,817,1,00:01:18.4
1014,817,2,00:01:17.3
1014,817,3,00:01:18.1
1014,822,1,00:01:17
1014,822,2,00:01:15.9
1014,822,3,00:01:15.4
1014,825,1,00:01:17.7
1014,825,2,00:01:17.3
1014,825,3,00:01:16.9
1014,826,1,00:01:17.9
1014,826,2,00:01:17.2
1014,826,3,00:01:17.6
1014,830,1,00:01:17.2
1014,830,2,00:01:16.7
1014,830,3,00:01:16.4
1014,832,1,00:01:17.8
1014,832,2,00:01:17.6
1014,840,1,00:01:18.5
1014,841,1,00:01:18.7
1014,842,1,00:01:17.9
1014,842,2,00:01:16.9
1014,842,3,00:01:16.7
1014,844,1,00:01:17.4
1014,844,2,00:01:16.7
1014,844,3,00:01:16.6
1014,846,1,00:01:17.6
1014,846,2,00:01:17.3
1014,847,1,00:01:19.1
1014,848,1,00:01:17.8
1014,848,2,00:01:17.4
1015,1,1,00:01:11.5
1015,1,2,00:01:10.8
1015,1,3,00:01:10.2
1015,8,1,00:01:12
1015,8,2,00:01:12.1
1015,9,1,00:01:13.8
1015,20,1,00:01:11.4
1015,20,2,00:01:11.2
1015,20,3,00:01:10.9
1015,154,1,00:01:11.8
1015,154,2,00:01:12
1015,807,1,00:01:12.1
1015,807,2,00:01:11.7
1015,815,1,00:01:12.2
1015,817,1,00:01:11.8
1015,817,2,00:01:11.5
1015,817,3,00:01:11.2
1015,822,1,00:01:11.6
1015,822,2,00:01:10.7
1015,822,3,00:01:10.3
1015,825,1,00:01:11.9
1015,825,2,00:01:11.4
1015,825,3,00:01:11.1
1015,826,1,00:01:11.6
1015,826,2,00:01:11.4
1015,826,3,00:01:11.3
1015,830,1,00:01:11.6
1015,830,2,00:01:10.6
1015,830,3,00:01:10.6
1015,832,1,00:01:11.9
1015,832,2,00:01:11.6
1015,832,3,00:01:11.4
1015,840,1,00:01:12.8
1015,841,1,00:01:12
1015,841,2,00:01:12.2
1015,842,1,00:01:11.7
1015,842,2,00:01:11.5
1015,842,3,00:01:11
1015,844,1,00:01:12.1
1015,846,1,00:01:11.8
1015,846,2,00:01:11.7
1015,847,1,00:01:13.5
1015,848,1,00:01:12
1015,848,2,00:01:11.4
1015,848,3,00:01:11.7
1016,1,1,00:01:11.5
1016,1,2,00:01:11
1016,1,3,00:01:10.4
1016,8,1,00:01:12.2
1016,9,1,00:01:14.4
1016,20,1,00:01:11.2
1016,20,2,00:01:11.1
1016,20,3,00:01:10.2
1016,154,1,00:01:12.1
1016,807,1,00:01:11.7
1016,807,2,00:01:11.6
1016,807,3,00:01:11.3
1016,815,1,00:01:12.2
1016,817,1,00:01:11.8
1016,817,2,00:01:11.5
1016,817,3,00:01:11.1
1016,822,1,00:01:11.2
1016,822,2,00:01:11.1
1016,822,3,00:01:11.1
1016,825,1,00:01:12.1
1016,825,2,00:01:11.8
1016,826,1,00:01:12
1016,826,2,00:01:11.9
1016,830,1,00:01:11.6
1016,830,2,00:01:11.8
1016,832,1,00:01:11.8
1016,832,2,00:01:11.6
1016,832,3,00:01:14
1016,840,1,00:01:12.3
1016,841,1,00:01:12.1
1016,841,2,00:01:12.1
1016,842,1,00:01:12
1016,842,2,00:01:11.2
1016,842,3,00:01:11.1
1016,844,1,00:01:11.2
1016,844,2,00:01:11.2
1016,844,3,00:01:10.9
1016,846,1,00:01:11.8
1016,846,2,00:01:11.7
1016,846,3,00:01:11.9
1016,847,1,00:01:13.6
1016,848,1,00:01:12
1016,848,2,00:01:12.2
1017,1,1,00:01:30.6
1017,1,2,00:01:29.5
1017,1,3,00:01:28.3
1017,8,1,00:01:31
1017,8,2,00:01:30.5
1017,9,1,00:01:33.2
1017,20,1,00:01:31.1
1017,20,2,00:01:29.5
1017,20,3,00:01:29.8
1017,154,1,00:01:31.6
1017,807,1,00:01:30.9
1017,807,2,00:01:30.5
1017,815,1,00:01:31
1017,815,2,00:01:30.7
1017,817,1,00:01:31
1017,817,2,00:01:30.4
1017,817,3,00:01:29.9
1017,822,1,00:01:30.6
1017,822,2,00:01:29.4
1017,822,3,00:01:28.6
1017,825,1,00:01:31.2
1017,825,2,00:01:31.4
1017,826,1,00:01:31.6
1017,830,1,00:01:31.3
1017,830,2,00:01:30.1
1017,830,3,00:01:29.4
1017,832,1,00:01:31.1
1017,832,2,00:01:30.3
1017,832,3,00:01:29.5
1017,840,1,00:01:31.7
1017,841,1,00:01:31.2
1017,841,2,00:01:30.4
1017,841,3,00:01:33.4
1017,842,1,00:01:31.2
1017,842,2,00:01:30.4
1017,842,3,00:01:30.2
1017,844,1,00:01:30.6
1017,844,2,00:01:29.7
1017,844,3,00:01:29
1017,846,1,00:01:31
1017,846,2,00:01:30
1017,846,3,00:01:29.4
1017,847,1,00:01:32.8
1017,848,1,00:01:31.4
1017,848,2,00:01:30.5
1018,1,1,00:01:03.8
1018,1,2,00:01:03.8
1018,1,3,00:01:03.3
1018,8,1,00:01:04.6
1018,8,2,00:01:04.1
1018,8,3,00:01:04.2
1018,9,1,00:01:06.2
1018,20,1,00:01:04.4
1018,20,2,00:01:03.7
1018,154,1,00:01:04.6
1018,154,2,00:01:04.5
1018,807,1,00:01:04.7
1018,807,2,00:01:04.5
1018,815,1,00:01:04.8
1018,817,1,00:01:04.6
1018,817,2,00:01:04.8
1018,822,1,00:01:04.1
1018,822,2,00:01:03.9
1018,822,3,00:01:03.5
1018,825,1,00:01:04.8
1018,825,2,00:01:04.5
1018,825,3,00:01:04.1
1018,826,1,00:01:05.3
1018,830,1,00:01:03.8
1018,830,2,00:01:03.8
1018,830,3,00:01:03.4
1018,832,1,00:01:04.5
1018,832,2,00:01:13.6
1018,840,1,00:01:04.8
1018,841,1,00:01:04.4
1018,841,2,00:01:04.2
1018,841,3,00:01:04.2
1018,842,1,00:01:04.4
1018,842,2,00:01:04
1018,842,3,00:01:04.2
1018,844,1,00:01:04.1
1018,844,2,00:01:03.4
1018,844,3,00:01:03
1018,846,1,00:01:04.4
1018,846,2,00:01:04.2
1018,846,3,00:01:04.1
1018,847,1,00:01:05.9
1018,848,1,00:01:04.7
1018,848,2,00:01:04.7
1019,1,1,00:01:25.5
1019,1,2,00:01:25.8
1019,1,3,00:01:25.1
1019,8,1,00:01:26.6
1019,8,2,00:01:26.5
1019,9,1,00:01:28.3
1019,20,1,00:01:25.9
1019,20,2,00:01:26
1019,20,3,00:01:25.8
1019,154,1,00:01:26.3
1019,154,2,00:01:26.8
1019,807,1,00:01:26.6
1019,807,2,00:01:26.4
1019,807,3,00:01:26.4
1019,815,1,00:01:26.6
1019,815,2,00:01:26.9
1019,817,1,00:01:26.4
1019,817,2,00:01:26.3
1019,817,3,00:01:26.2
1019,822,1,00:01:25.8
1019,822,2,00:01:25.7
1019,822,3,00:01:25.1
1019,825,1,00:01:26.7
1019,826,1,00:01:26.7
1019,830,1,00:01:25.7
1019,830,2,00:01:25.8
1019,830,3,00:01:25.3
1019,832,1,00:01:26.2
1019,832,2,00:01:26.6
1019,840,1,00:01:26.8
1019,841,1,00:01:26.4
1019,841,2,00:01:26.5
1019,842,1,00:01:26.3
1019,842,2,00:01:26
1019,842,3,00:01:25.6
1019,844,1,00:01:25.5
1019,844,2,00:01:25.5
1019,844,3,00:01:25.2
1019,846,1,00:01:26.1
1019,846,2,00:01:26.4
1019,846,3,00:01:26.2
1019,847,1,00:01:27.8
1019,848,1,00:01:26.5
1019,848,2,00:01:26.4
1019,848,3,00:01:26.3
1020,1,1,00:01:12.9
1020,1,2,00:01:12.1
1020,1,3,00:01:11.8
1020,8,1,00:01:13.1
1020,8,2,00:01:12.5
1020,8,3,00:01:12.5
1020,9,1,00:01:14.8
1020,20,1,\N
1020,154,1,00:01:13.1
1020,154,2,00:01:12.8
1020,154,3,00:01:12.9
1020,807,1,00:01:13.2
1020,807,2,00:01:12.8
1020,807,3,00:01:13.1
1020,815,1,00:01:13.2
1020,815,2,00:01:12.8
1020,815,3,00:01:13.1
1020,817,1,00:01:13.1
1020,817,2,00:01:12.8
1020,822,1,00:01:13.1
1020,822,2,00:01:12.4
1020,822,3,00:01:12.1
1020,825,1,00:01:13.1
1020,825,2,00:01:12.8
1020,826,1,00:01:13.3
1020,826,2,00:01:13.1
1020,830,1,00:01:12.6
1020,830,2,00:01:12.4
1020,830,3,00:01:12.1
1020,832,1,00:01:13.2
1020,832,2,00:01:12.6
1020,832,3,00:01:12.9
1020,840,1,00:01:13.3
1020,840,2,00:01:13.5
1020,841,1,00:01:13.2
1020,841,2,00:01:12.8
1020,842,1,00:01:13
1020,842,2,00:01:12.4
1020,842,3,00:01:12.5
1020,844,1,00:01:12.2
1020,844,2,00:01:12.3
1020,846,1,00:01:13.3
1020,847,1,00:01:14.7
1020,848,1,00:01:13.5
1021,1,1,00:01:16.1
1021,1,2,00:01:15.5
1021,1,3,00:01:14.8
1021,8,1,00:01:16.5
1021,8,2,00:01:16.5
1021,8,3,00:01:16
1021,9,1,00:01:18.3
1021,20,1,00:01:16.5
1021,20,2,00:01:15.9
1021,20,3,00:01:15.1
1021,154,1,00:01:17
1021,154,2,00:01:16.3
1021,154,3,00:01:16
1021,807,1,00:01:16.8
1021,807,2,00:01:16.6
1021,815,1,00:01:17.1
1021,817,1,00:01:17.3
1021,822,1,00:01:16.1
1021,822,2,00:01:15.7
1021,822,3,00:01:14.6
1021,825,1,00:01:16.1
1021,825,2,00:01:17.1
1021,826,1,00:01:16.8
1021,826,2,00:01:16.7
1021,830,1,00:01:15.8
1021,830,2,00:01:15.6
1021,830,3,00:01:14.6
1021,832,1,00:01:16.5
1021,832,2,00:01:16.3
1021,832,3,00:01:15.9
1021,840,1,00:01:17.5
1021,841,1,00:01:16.9
1021,841,2,00:01:16.8
1021,842,1,00:01:16.7
1021,842,2,00:01:16.4
1021,842,3,00:01:15.4
1021,844,1,00:01:16.3
1021,844,2,00:01:15.8
1021,844,3,00:01:15
1021,846,1,00:01:16.7
1021,846,2,00:01:16.1
1021,846,3,00:01:15.8
1021,847,1,00:01:17
1021,848,1,00:01:16.9
1021,848,2,00:01:16.7
1022,1,1,00:01:45.3
1022,1,2,00:01:43.6
1022,1,3,00:01:43.3
1022,8,1,00:01:45.8
1022,8,2,00:01:44.1
1022,8,3,00:01:44.6
1022,9,1,\N
1022,20,1,00:01:44.1
1022,20,2,00:01:43
1022,20,3,00:01:43.3
1022,154,1,00:01:45.7
1022,154,2,00:01:44.8
1022,807,1,00:01:45.9
1022,807,2,00:01:44.5
1022,807,3,00:01:44.5
1022,815,1,00:01:45.7
1022,815,2,00:01:44.7
1022,815,3,00:01:44.7
1022,817,1,00:01:45.6
1022,817,2,00:01:44.1
1022,817,3,00:01:44.3
1022,822,1,00:01:45.1
1022,822,2,00:01:44
1022,822,3,00:01:43.4
1022,825,1,00:01:45.8
1022,825,2,00:01:44.7
1022,825,3,00:01:45.1
1022,826,1,00:01:46.5
1022,830,1,00:01:44.6
1022,830,2,00:01:44.1
1022,830,3,00:01:43.7
1022,832,1,00:01:46.5
1022,840,1,00:01:46
1022,840,2,00:01:45
1022,841,1,00:01:45.6
1022,842,1,00:01:46.4
1022,844,1,00:01:43.6
1022,844,2,00:01:42.9
1022,844,3,00:01:42.5
1022,846,1,00:01:46.2
1022,846,2,00:01:44.8
1022,847,1,00:01:47.5
1022,848,1,00:01:45.5
1022,848,2,00:01:45.8
1023,1,1,00:01:20.3
1023,1,2,00:01:19.5
1023,1,3,00:01:19.3
1023,8,1,00:01:20.6
1023,8,2,00:01:20.5
1023,9,1,00:01:22.4
1023,20,1,00:01:20.4
1023,20,2,00:01:19.7
1023,20,3,00:01:19.5
1023,154,1,00:01:20.8
1023,807,1,00:01:20.2
1023,807,2,00:01:20.3
1023,807,3,00:01:20
1023,815,1,00:01:21.3
1023,817,1,00:01:20.4
1023,817,2,00:01:19.8
1023,817,3,00:01:19.8
1023,822,1,00:01:20.2
1023,822,2,00:01:20
1023,822,3,00:01:19.4
1023,825,1,00:01:20.6
1023,825,2,00:01:20.6
1023,826,1,00:01:20.7
1023,826,2,00:01:20.6
1023,830,1,\N
1023,832,1,00:01:20.4
1023,832,2,00:01:20.2
1023,832,3,00:01:20.5
1023,840,1,00:01:20.6
1023,840,2,00:01:20.5
1023,841,1,00:01:20.7
1023,841,2,00:01:20.5
1023,842,1,00:01:20.5
1023,842,2,00:01:21.1
1023,844,1,00:01:20.1
1023,844,2,00:01:19.6
1023,844,3,00:01:19.3
1023,846,1,00:01:20.6
1023,846,2,00:01:21.1
1023,847,1,00:01:21.8
1023,848,1,00:01:20.4
1023,848,2,00:01:20
1024,1,1,00:01:37.6
1024,1,2,00:01:36.9
1024,1,3,00:01:36.4
1024,8,1,00:01:39.5
1024,8,2,00:01:38.9
1024,9,1,00:01:41.2
1024,20,1,00:01:38.4
1024,20,2,00:01:36.7
1024,20,3,00:01:36.4
1024,154,1,00:01:40.3
1024,807,1,00:01:39
1024,807,2,00:01:38.6
1024,807,3,00:01:38.3
1024,815,1,00:01:39.9
1024,815,2,00:01:38.5
1024,817,1,\N
1024,822,1,00:01:37.3
1024,822,2,00:01:37.1
1024,822,3,00:01:37.1
1024,825,1,00:01:39.9
1024,825,2,00:01:39.7
1024,826,1,00:01:40
1024,830,1,00:01:38.5
1024,830,2,00:01:37.1
1024,830,3,00:01:36.8
1024,832,1,00:01:38.9
1024,832,2,00:01:38
1024,832,3,00:01:37.8
1024,840,1,00:01:40
1024,841,1,00:01:39.3
1024,841,2,00:01:38.7
1024,842,1,00:01:39.1
1024,842,2,00:01:38.7
1024,844,1,00:01:38
1024,844,2,00:01:36.7
1024,844,3,00:01:36.2
1024,846,1,00:01:38.6
1024,846,2,00:01:37.6
1024,846,3,00:01:38.3
1024,847,1,00:01:40.9
1024,848,1,00:01:39.1
1024,848,2,00:01:37.9
1024,848,3,00:01:37.4
1025,1,1,00:01:33.2
1025,1,2,00:01:33.1
1025,1,3,00:01:32
1025,8,1,00:01:34.8
1025,9,1,00:01:36.5
1025,20,1,00:01:33
1025,20,2,00:01:32.5
1025,20,3,00:01:32.1
1025,154,1,00:01:34.3
1025,154,2,00:01:33.6
1025,154,3,00:01:33.5
1025,807,1,00:01:34.2
1025,807,2,00:01:33.9
1025,807,3,00:01:33.3
1025,815,1,00:01:34.3
1025,815,2,00:01:34
1025,817,1,00:01:34.1
1025,817,2,00:01:33.9
1025,817,3,00:01:33.7
1025,822,1,00:01:33.4
1025,822,2,00:01:33.3
1025,822,3,00:01:32.6
1025,825,1,00:01:33.9
1025,825,2,00:01:34.1
1025,826,1,00:01:39.5
1025,830,1,00:01:33.4
1025,830,2,00:01:32.6
1025,830,3,00:01:32.3
1025,832,1,00:01:34.2
1025,832,2,00:01:33.8
1025,832,3,00:01:33.2
1025,840,1,00:01:34.3
1025,840,2,00:01:34.2
1025,841,1,00:01:34.8
1025,841,2,00:01:34
1025,842,1,00:01:34.5
1025,842,2,00:01:34
1025,844,1,00:01:33.6
1025,844,2,00:01:32.4
1025,844,3,00:01:31.6
1025,846,1,00:01:34.2
1025,846,2,00:01:33.7
1025,846,3,00:01:33.3
1025,847,1,00:01:35.4
1025,848,1,00:01:39.2
1026,1,1,00:01:28.7
1026,1,2,00:01:27.8
1026,1,3,00:01:27.3
1026,8,1,00:01:29.6
1026,8,2,00:01:29.4
1026,9,1,\N
1026,20,1,00:01:29
1026,20,2,00:01:28.2
1026,20,3,00:01:27.1
1026,154,1,00:01:29.6
1026,154,2,00:01:29.1
1026,154,3,00:01:29.3
1026,807,1,00:01:29.6
1026,807,2,00:01:30.1
1026,815,1,00:01:30.3
1026,817,1,00:01:29.8
1026,822,1,00:01:28.9
1026,822,2,00:01:27.7
1026,822,3,00:01:27.3
1026,825,1,\N
1026,826,1,00:01:29.7
1026,826,2,00:01:29.6
1026,830,1,00:01:28.8
1026,830,2,00:01:28.5
1026,830,3,00:01:27.9
1026,832,1,00:01:29
1026,832,2,00:01:28.6
1026,832,3,00:01:28.3
1026,840,1,00:01:29.6
1026,840,2,00:01:29.3
1026,841,1,00:01:29.6
1026,841,2,00:01:29.3
1026,842,1,00:01:29.4
1026,842,2,00:01:28.8
1026,842,3,00:01:28.8
1026,844,1,00:01:28.4
1026,844,2,00:01:28.2
1026,844,3,00:01:27.3
1026,846,1,00:01:28.9
1026,846,2,00:01:28.6
1026,846,3,00:01:28.5
1026,847,1,00:01:30.4
1026,848,1,00:01:29.4
1026,848,2,00:01:28.2
1026,848,3,00:01:27.9
1027,1,1,00:01:16.4
1027,1,2,00:01:15.7
1027,1,3,00:01:15.3
1027,8,1,00:01:17.2
1027,8,2,00:01:17
1027,9,1,00:01:20.2
1027,20,1,00:01:16.7
1027,20,2,00:01:15.9
1027,20,3,00:01:15.2
1027,154,1,00:01:18.6
1027,807,1,00:01:17.6
1027,807,2,00:01:16.9
1027,815,1,00:01:17.5
1027,815,2,00:01:16.7
1027,817,1,00:01:17.3
1027,817,2,00:01:16.9
1027,822,1,00:01:17.1
1027,822,2,00:01:15.9
1027,822,3,00:01:15.3
1027,825,1,00:01:18.4
1027,826,1,00:01:17
1027,826,2,00:01:16.7
1027,826,3,00:01:16.5
1027,830,1,00:01:15.9
1027,830,2,00:01:16.1
1027,830,3,00:01:14.8
1027,832,1,00:01:17
1027,832,2,00:01:16.3
1027,832,3,00:01:16
1027,840,1,00:01:18.1
1027,841,1,00:01:17.8
1027,841,2,00:01:17.3
1027,842,1,00:01:17.1
1027,842,2,00:01:16.7
1027,842,3,00:01:16.6
1027,844,1,00:01:16.4
1027,844,2,00:01:16.2
1027,844,3,00:01:15
1027,846,1,00:01:17.1
1027,846,2,00:01:16.4
1027,846,3,00:01:16.3
1027,847,1,00:01:18.8
1027,848,1,00:01:16.2
1027,848,2,00:01:16.6
1027,848,3,00:01:15.3
1028,1,1,00:01:33.5
1028,1,2,00:01:33
1028,1,3,00:01:32.3
1028,8,1,00:01:34.4
1028,9,1,00:01:35.9
1028,20,1,00:01:33.8
1028,20,2,00:01:33.8
1028,20,3,00:01:32
1028,154,1,00:01:34.2
1028,154,2,00:01:34.2
1028,807,1,00:01:34.1
1028,807,2,00:01:33.8
1028,815,1,00:01:35.8
1028,817,1,00:01:33.8
1028,817,2,00:01:33.6
1028,817,3,00:01:33.5
1028,822,1,00:01:33.8
1028,822,2,00:01:33.2
1028,822,3,00:01:32
1028,825,1,00:01:33.8
1028,825,2,00:01:34
1028,826,1,00:01:34.1
1028,826,2,00:01:34
1028,830,1,00:01:33.5
1028,830,2,00:01:33.1
1028,830,3,00:01:32.1
1028,832,1,00:01:33.9
1028,832,2,00:01:33.4
1028,832,3,00:01:32.8
1028,840,1,00:01:33.9
1028,840,2,00:01:34.1
1028,841,1,00:01:34.2
1028,842,1,00:01:33.6
1028,842,2,00:01:33.7
1028,842,3,00:01:33.6
1028,844,1,00:01:34
1028,844,2,00:01:32.8
1028,844,3,00:01:32.1
1028,846,1,00:01:33.4
1028,846,2,00:01:33.3
1028,846,3,00:01:33.2
1028,847,1,00:01:35.4
1028,848,1,00:01:34
1028,848,2,00:01:32.9
1028,848,3,00:01:32.5
1029,1,1,00:01:08.6
1029,1,2,00:01:08.1
1029,1,3,00:01:07.7
1029,8,1,00:01:09.3
1029,8,2,00:01:08.9
1029,8,3,00:01:09
1029,9,1,00:01:10.6
1029,20,1,00:01:08.6
1029,20,2,00:01:08
1029,20,3,00:01:07.6
1029,154,1,00:01:09.2
1029,154,2,00:01:08.7
1029,154,3,00:01:08.9
1029,807,1,00:01:09
1029,807,2,00:01:08.9
1029,815,1,00:01:09.3
1029,815,2,00:01:09
1029,817,1,00:01:09.1
1029,817,2,00:01:08.9
1029,822,1,00:01:08.5
1029,822,2,00:01:08.2
1029,822,3,00:01:07.9
1029,825,1,00:01:08.9
1029,825,2,00:01:08.8
1029,825,3,00:01:09
1029,826,1,00:01:09.3
1029,830,1,00:01:08.2
1029,830,2,00:01:07.5
1029,830,3,00:01:07.5
1029,832,1,\N
1029,840,1,00:01:09.5
1029,841,1,00:01:09.2
1029,841,2,00:01:08.9
1029,842,1,00:01:08.9
1029,842,2,00:01:08.8
1029,842,3,00:01:08.8
1029,844,1,00:01:08.5
1029,844,2,00:01:07.9
1029,844,3,00:01:07.7
1029,846,1,00:01:08.9
1029,846,2,00:01:08.9
1029,847,1,00:01:10.1
1029,848,1,00:01:08.5
1029,848,2,00:01:08.1
1029,848,3,00:01:07.9
1030,1,1,00:01:35.9
1030,1,2,00:01:35.6
1030,1,3,00:01:34.8
1030,8,1,00:01:38.4
1030,9,1,00:01:39.2
1030,20,1,00:01:37
1030,20,2,00:01:35.8
1030,20,3,00:01:35.3
1030,154,1,00:01:38.1
1030,807,1,00:01:37.5
1030,807,2,00:01:36.9
1030,807,3,00:01:36.7
1030,815,1,00:01:37
1030,815,2,00:01:37.1
1030,817,1,00:01:37.1
1030,817,2,00:01:36.8
1030,817,3,00:01:36.5
1030,822,1,00:01:36.2
1030,822,2,00:01:35.7
1030,822,3,00:01:35
1030,825,1,00:01:37.7
1030,825,2,00:01:37.3
1030,826,1,00:01:37.7
1030,826,2,00:01:37.1
1030,830,1,00:01:36.4
1030,830,2,00:01:36.3
1030,830,3,00:01:35.1
1030,832,1,00:01:37.4
1030,832,2,00:01:36.3
1030,832,3,00:01:36.5
1030,840,1,00:01:37.5
1030,840,2,00:01:37.1
1030,841,1,00:01:38.1
1030,842,1,00:01:37.2
1030,842,2,00:01:37.1
1030,844,1,00:01:36.5
1030,844,2,00:01:35.5
1030,844,3,00:01:35.2
1030,846,1,00:01:37.5
1030,846,2,00:01:36.8
1030,846,3,00:01:36.4
1030,847,1,00:01:38.7
1030,848,1,00:01:36.1
1030,848,2,00:01:36.7
1030,848,3,00:01:35.7
1031,1,1,00:01:04.2
1031,1,2,00:01:03.1
1031,1,3,00:01:03
1031,8,1,00:01:05.2
1031,20,1,00:01:04.6
1031,20,2,00:01:04.2
1031,154,1,00:01:05.1
1031,154,2,00:01:04.7
1031,815,1,00:01:04.5
1031,815,2,00:01:03.9
1031,815,3,00:01:03.9
1031,817,1,00:01:04.6
1031,817,2,00:01:04
1031,817,3,00:01:04.2
1031,822,1,00:01:04.1
1031,822,2,00:01:03
1031,822,3,00:01:02.9
1031,825,1,00:01:05.2
1031,826,1,00:01:05
1031,826,2,00:01:04.4
1031,830,1,00:01:04
1031,830,2,00:01:04
1031,830,3,00:01:03.5
1031,832,1,00:01:04.5
1031,832,2,00:01:04
1031,832,3,00:01:04
1031,839,1,00:01:04.9
1031,839,2,00:01:04.6
1031,840,1,00:01:04.3
1031,840,2,00:01:04
1031,840,3,00:01:04
1031,841,1,00:01:05.2
1031,842,1,00:01:04.6
1031,842,2,00:01:04.3
1031,844,1,00:01:04.5
1031,844,2,00:01:04
1031,844,3,00:01:03.9
1031,846,1,00:01:04.6
1031,846,2,00:01:03.8
1031,846,3,00:01:03.6
1031,847,1,00:01:05.2
1031,848,1,00:01:04.7
1031,848,2,00:01:03.7
1031,848,3,00:01:03.9
1031,849,1,00:01:05.8
1032,1,1,00:01:18.2
1032,1,2,00:01:17.8
1032,1,3,00:01:19.3
1032,8,1,00:01:21.1
1032,20,1,00:01:20.2
1032,20,2,00:01:19.5
1032,20,3,00:01:21.7
1032,154,1,\N
1032,815,1,00:01:21.6
1032,817,1,00:01:19.7
1032,817,2,00:01:19.2
1032,817,3,00:01:21.2
1032,822,1,00:01:18.8
1032,822,2,00:01:18.7
1032,822,3,00:01:20.7
1032,825,1,00:01:21.1
1032,825,2,00:01:20.2
1032,826,1,00:01:19.8
1032,826,2,00:01:19.7
1032,830,1,00:01:18.3
1032,830,2,00:01:17.9
1032,830,3,00:01:20.5
1032,832,1,00:01:18.6
1032,832,2,00:01:18.8
1032,832,3,00:01:20.7
1032,839,1,00:01:19.7
1032,839,2,00:01:18.8
1032,839,3,00:01:20.9
1032,840,1,00:01:19.7
1032,840,2,00:01:19.6
1032,841,1,00:01:21.8
1032,842,1,00:01:20.2
1032,842,2,00:01:18.7
1032,842,3,00:01:21
1032,844,1,00:01:20.9
1032,844,2,00:01:19.6
1032,846,1,00:01:18.5
1032,846,2,00:01:18.4
1032,846,3,00:01:20.9
1032,847,1,00:01:20.4
1032,847,2,00:01:19.6
1032,848,1,00:01:20.9
1032,848,2,00:01:19
1032,848,3,00:01:21
1032,849,1,00:01:21.8
1033,1,1,00:01:14.9
1033,1,2,00:01:14.3
1033,1,3,00:01:13.4
1033,8,1,00:01:16.6
1033,20,1,00:01:15.5
1033,20,2,00:01:15.1
1033,20,3,00:01:14.8
1033,154,1,00:01:16.4
1033,815,1,00:01:14.7
1033,815,2,00:01:15.4
1033,815,3,00:01:14.5
1033,817,1,00:01:15.8
1033,817,2,00:01:15.7
1033,822,1,00:01:15.5
1033,822,2,00:01:14.5
1033,822,3,00:01:13.6
1033,825,1,00:01:16.2
1033,826,1,00:01:16.2
1033,830,1,00:01:15.5
1033,830,2,00:01:15
1033,830,3,00:01:14.8
1033,832,1,00:01:15.3
1033,832,2,00:01:15.3
1033,832,3,00:01:15
1033,839,1,00:01:15.7
1033,839,2,00:01:15.7
1033,840,1,00:01:14.9
1033,840,2,00:01:15.2
1033,840,3,00:01:14.4
1033,841,1,00:01:16.5
1033,842,1,00:01:15.8
1033,842,2,00:01:15.5
1033,844,1,00:01:15.8
1033,844,2,00:01:15
1033,844,3,00:01:14.8
1033,846,1,00:01:15.4
1033,846,2,00:01:15.1
1033,846,3,00:01:15
1033,847,1,00:01:15.6
1033,847,2,00:01:15.7
1033,848,1,00:01:15.7
1033,848,2,00:01:15.7
1033,849,1,00:01:16.1
1033,849,2,00:01:16.5
1034,1,1,00:01:25.9
1034,1,2,00:01:25.3
1034,1,3,00:01:24.3
1034,8,1,00:01:27.4
1034,20,1,00:01:26.5
1034,20,2,00:01:26.5
1034,20,3,00:01:26.3
1034,154,1,00:01:27.6
1034,807,1,00:01:26.3
1034,807,2,00:01:26.6
1034,817,1,00:01:26.7
