raceid,driverid,qnumber,q
249,30,1,00:01:17.6
249,44,1,00:01:20.2
249,49,1,00:01:20.4
249,55,1,00:01:19
249,56,1,00:01:19.5
249,57,1,00:01:18.4
249,63,1,00:01:21.6
249,64,1,00:01:24.7
249,65,1,00:01:20.1
249,69,1,00:01:20.5
249,71,1,00:01:17
249,77,1,00:01:18.1
249,79,1,00:01:21.7
249,83,1,00:01:21.2
249,84,1,00:01:19.7
249,85,1,00:01:24.4
249,86,1,00:01:26.6
249,87,1,00:01:20.6
249,89,1,00:01:22.1
249,90,1,00:01:24.4
249,96,1,00:01:22.2
249,97,1,00:01:23.3
250,14,1,00:01:56.3
250,22,1,00:01:58.3
250,30,1,00:01:59.1
250,44,1,00:01:58
250,49,1,00:01:58.1
250,55,1,00:01:54.6
250,56,1,00:01:57
250,57,1,00:01:55.4
250,63,1,00:01:58.2
250,64,1,00:02:09.5
250,65,1,00:01:56.1
250,69,1,00:02:01
250,71,1,00:01:57.8
250,77,1,00:01:54.4
250,79,1,00:01:58.6
250,83,1,00:01:59.3
250,84,1,00:01:58.3
250,85,1,00:02:02.4
250,86,1,00:02:06.4
250,87,1,00:01:56.6
250,89,1,00:02:01
250,90,1,00:02:03.8
250,96,1,00:01:58.4
250,97,1,00:02:01.7
251,14,1,00:01:24.5
251,22,1,00:01:25.9
251,30,1,00:01:25
251,44,1,00:01:27.4
251,49,1,00:01:26.5
251,55,1,00:01:25.7
251,56,1,00:01:27.3
251,57,1,00:01:25.9
251,63,1,00:01:29
251,64,1,00:01:32.1
251,65,1,00:01:26.4
251,69,1,00:01:29.6
251,71,1,00:01:25.7
251,77,1,00:01:25.4
251,79,1,00:01:29.3
251,83,1,00:01:29.9
251,84,1,00:01:27.1
251,85,1,00:01:30.7
251,86,1,00:01:32.5
251,87,1,00:01:26.5
251,89,1,00:01:30.5
251,90,1,00:01:30.8
251,96,1,00:01:28.7
251,97,1,00:01:28.9
252,14,1,00:01:20.5
252,22,1,00:01:22.5
252,30,1,00:01:21.3
252,44,1,00:01:22.9
252,49,1,00:01:22.2
252,55,1,00:01:22.4
252,56,1,00:01:22.8
252,57,1,00:01:23.1
252,63,1,00:01:23.9
252,64,1,00:01:27.3
252,65,1,00:01:22.3
252,69,1,00:01:24.8
252,71,1,00:01:20.9
252,77,1,00:01:22
252,79,1,00:01:24.3
252,83,1,00:01:24.7
252,84,1,00:01:22.6
252,85,1,00:01:26.2
252,87,1,00:01:22.9
252,89,1,00:01:24.9
252,90,1,00:01:27.5
252,96,1,00:01:23.9
252,97,1,00:01:25.2
252,98,1,00:01:32.8
253,14,1,00:01:18.7
253,22,1,00:01:21.2
253,30,1,00:01:19.2
253,44,1,00:01:22.1
253,49,1,00:01:20.7
253,55,1,00:01:20.5
253,56,1,00:01:20.5
253,57,1,00:01:20.9
253,63,1,00:01:23.1
253,64,1,00:01:25.2
253,65,1,00:01:20.7
253,69,1,00:01:23.8
253,71,1,00:01:19
253,77,1,00:01:19.8
253,83,1,00:01:23.3
253,84,1,00:01:21.5
253,85,1,00:01:24.7
253,87,1,00:01:20.9
253,89,1,00:01:24.9
253,90,1,00:01:26.1
253,96,1,00:01:22.1
253,97,1,00:01:23.7
253,98,1,00:01:27.9
253,99,1,00:01:24.3
254,14,1,00:01:14
254,22,1,00:01:15.8
254,30,1,00:01:14.3
254,44,1,00:01:15.6
254,49,1,00:01:15.6
254,55,1,00:01:14.9
254,56,1,00:01:15.4
254,63,1,00:01:17.2
254,64,1,00:01:19.6
254,65,1,00:01:15.6
254,69,1,00:01:16.9
254,71,1,00:01:14.2
254,76,1,00:01:16.3
254,77,1,00:01:15
254,79,1,00:01:17
254,81,1,00:01:18.1
254,83,1,00:01:16.6
254,85,1,00:01:20.1
254,87,1,00:01:15.7
254,88,1,00:01:16.5
254,89,1,00:01:18.2
254,90,1,00:01:19.7
254,92,1,00:01:21.4
254,96,1,00:01:16.6
255,14,1,00:01:39.2
255,22,1,00:01:40.4
255,30,1,00:01:38
255,44,1,00:01:40.8
255,49,1,00:01:40
255,55,1,00:01:38.9
255,56,1,00:01:39.6
255,57,1,00:01:39
255,63,1,00:01:41.4
255,64,1,00:01:46.7
255,65,1,00:01:40.3
255,69,1,00:01:43.5
255,71,1,00:01:39
255,77,1,00:01:39
255,79,1,00:01:42
255,81,1,00:01:42.1
255,83,1,00:01:43.1
255,85,1,00:01:46.1
255,87,1,00:16:42.6
255,88,1,00:01:41.6
255,89,1,00:01:44.1
255,90,1,00:01:48.3
255,91,1,00:01:42.9
255,92,1,00:01:48.3
256,14,1,\N
256,22,1,\N
256,30,1,\N
256,44,1,\N
256,49,1,\N
256,55,1,\N
256,56,1,\N
256,57,1,\N
256,63,1,\N
256,64,1,\N
256,65,1,\N
256,69,1,\N
256,71,1,\N
256,77,1,\N
256,79,1,\N
256,81,1,\N
256,83,1,\N
256,84,1,\N
256,85,1,\N
256,87,1,\N
256,89,1,\N
256,90,1,\N
256,91,1,\N
256,92,1,\N
257,22,1,00:01:18.4
257,30,1,00:01:16.3
257,44,1,00:01:19.3
257,49,1,00:01:17.8
257,50,1,00:01:18.2
257,55,1,00:01:17.4
257,56,1,00:01:18.8
257,57,1,00:01:18.1
257,65,1,00:01:19.5
257,71,1,00:01:17.6
257,77,1,00:01:18.9
257,79,1,00:01:18.2
257,81,1,00:01:17.9
257,83,1,00:01:20
257,84,1,00:01:18.9
257,87,1,00:01:18.2
257,91,1,00:01:17.9
257,92,1,00:01:20.7
257,94,1,00:01:18.7
257,100,1,00:01:18.3
257,101,1,00:01:21.2
257,102,1,00:01:16
257,103,1,00:01:19.4
257,104,1,00:01:18.2
257,105,1,00:01:19.5
257,106,1,00:01:19.5
258,22,1,00:01:12.4
258,30,1,00:01:10.4
258,44,1,00:01:14.1
258,49,1,00:01:12.7
258,50,1,00:01:12.6
258,57,1,00:01:11.7
258,65,1,00:01:14.4
258,71,1,00:01:10.8
258,77,1,00:01:11.7
258,78,1,00:01:12.4
258,79,1,00:01:13
258,81,1,00:01:12.9
258,83,1,00:01:14.7
258,84,1,00:01:12.4
258,87,1,00:01:12.8
258,88,1,00:01:13.9
258,91,1,00:01:13.9
258,94,1,00:01:13.5
258,100,1,00:01:13.1
258,101,1,00:01:14.7
258,102,1,00:01:10.2
258,103,1,00:01:13.6
258,104,1,00:01:12.4
258,105,1,00:01:13
258,106,1,00:01:14.1
258,107,1,00:01:16.5
259,22,1,\N
259,30,1,00:01:21.9
259,44,1,00:01:25
259,49,1,00:01:23.1
259,57,1,00:01:23.1
259,65,1,00:01:25.1
259,71,1,00:01:22.2
259,77,1,00:01:22.1
259,78,1,00:01:22.8
259,79,1,00:01:23.3
259,81,1,00:01:23.7
259,83,1,00:01:25.3
259,84,1,00:01:23.9
259,87,1,00:01:23.7
259,91,1,00:01:23.3
259,92,1,00:01:27.1
259,94,1,00:01:24.1
259,100,1,00:01:24.9
259,101,1,00:01:26.8
259,102,1,00:01:21.5
259,103,1,00:01:24.7
259,104,1,00:01:24.5
259,105,1,00:01:24.3
259,106,1,00:01:26
259,107,1,00:01:27.6
259,108,1,00:01:27.9
259,109,1,00:01:22.7
259,110,1,00:01:25.2
261,14,1,00:01:23.8
261,22,1,00:01:23.6
261,30,1,00:01:21.9
261,44,1,00:01:25.6
261,49,1,00:01:24.3
261,55,1,00:01:23.7
261,56,1,00:01:24.9
261,57,1,00:01:22.7
261,65,1,00:01:26.4
261,70,1,00:01:27.7
261,71,1,00:01:22.6
261,77,1,00:01:23.7
261,79,1,00:01:24
261,81,1,00:01:25
261,84,1,00:01:23.8
261,87,1,00:01:24
261,92,1,00:01:28.9
261,94,1,00:01:25.2
261,100,1,00:01:25.1
261,101,1,00:01:28.2
261,103,1,00:01:25.8
261,104,1,00:01:26.1
261,105,1,00:01:25
261,106,1,00:01:25.2
261,108,1,00:01:30.7
261,109,1,00:01:23
262,14,1,00:01:27.2
262,22,1,00:01:27.6
262,30,1,00:01:26.2
262,44,1,00:01:29
262,49,1,00:01:28
262,55,1,00:01:26.3
262,56,1,00:01:27.8
262,57,1,00:01:27.6
262,65,1,00:01:28.9
262,70,1,00:01:30.2
262,71,1,00:01:27.1
262,77,1,00:01:27.1
262,79,1,00:01:27.8
262,81,1,00:01:28
262,84,1,00:01:28.2
262,87,1,00:01:28.6
262,92,1,00:01:32.8
262,94,1,00:01:28.8
262,100,1,00:01:29
262,101,1,00:01:31.6
262,103,1,00:01:30.5
262,104,1,00:01:28.9
262,105,1,00:01:28.9
262,106,1,00:01:29.4
262,109,1,00:01:29
262,110,1,00:01:28.7
263,22,1,00:01:17.5
263,30,1,00:01:16.7
263,44,1,00:01:18
263,49,1,00:01:17.8
263,50,1,00:01:17.6
263,55,1,00:01:17
263,56,1,00:01:17.4
263,57,1,00:01:17.8
263,65,1,00:01:18.7
263,70,1,00:01:19.1
263,71,1,00:01:16.3
263,77,1,00:01:17
263,79,1,00:01:18.2
263,81,1,00:01:18.9
263,84,1,00:01:18
263,87,1,00:01:18.4
263,94,1,00:01:18.2
263,95,1,00:01:16.4
263,100,1,00:01:18.8
263,101,1,00:01:19.8
263,103,1,00:01:18.2
263,104,1,00:01:18.6
263,105,1,00:01:18.9
263,106,1,00:01:19.9
263,110,1,00:01:17.9
263,111,1,00:01:21.8
264,14,1,00:01:26.3
264,22,1,00:01:26.3
264,30,1,00:01:25
264,44,1,00:01:27.8
264,49,1,00:01:27.3
264,50,1,00:01:26.8
264,55,1,00:01:25.5
264,56,1,00:01:27.1
264,57,1,00:01:26.3
264,65,1,00:01:28.3
264,70,1,00:01:28.2
264,71,1,00:01:25
264,77,1,00:01:25
264,79,1,00:01:26.4
264,81,1,00:01:27.9
264,84,1,00:01:26.8
264,87,1,00:01:26.9
264,94,1,00:01:27.5
264,100,1,00:01:28.5
264,101,1,00:01:30.7
264,103,1,00:01:29
264,104,1,00:01:28.2
264,105,1,00:01:28.1
264,106,1,00:01:29.3
264,110,1,00:01:28.2
264,111,1,00:01:30.7
265,14,1,00:01:45.1
265,22,1,00:01:45.9
265,30,1,00:01:44.3
265,44,1,00:01:46.2
265,49,1,00:01:45.9
265,50,1,00:01:47.3
265,55,1,00:01:44
265,56,1,00:01:45.9
265,57,1,00:01:45.5
265,65,1,00:01:46.6
265,70,1,00:01:47.4
265,71,1,00:01:44
265,77,1,00:01:43.6
265,79,1,00:01:44.7
265,81,1,00:01:46.8
265,84,1,00:01:46.2
265,87,1,00:01:45.5
265,94,1,00:01:47.4
265,100,1,00:01:48.2
265,101,1,00:01:48.9
265,103,1,00:01:46.3
265,104,1,00:01:47.1
265,105,1,00:01:48.3
265,106,1,00:01:48.7
265,110,1,00:01:47.2
265,111,1,00:01:49.2
266,14,1,00:01:20.2
266,22,1,00:01:21
266,30,1,00:01:18.3
266,44,1,00:01:20.9
266,49,1,00:01:20.9
266,50,1,00:01:21.1
266,55,1,00:01:21.2
266,56,1,00:01:20.7
266,65,1,00:01:22.7
266,70,1,00:01:22.5
266,71,1,00:01:18.8
266,77,1,00:01:20.2
266,79,1,00:01:20.2
266,81,1,00:01:22.3
266,84,1,00:01:20.6
266,87,1,00:01:21
266,94,1,00:01:21.8
266,100,1,00:01:22.5
266,101,1,00:01:22.6
266,103,1,00:01:22
266,104,1,00:01:21.9
266,105,1,00:01:22.4
266,106,1,00:01:22.9
266,110,1,00:01:21.9
266,111,1,00:01:24.2
266,112,1,00:01:21.5
267,14,1,00:02:22.4
267,22,1,00:02:21.2
267,30,1,00:02:21.5
267,44,1,00:02:26.1
267,49,1,00:02:22.6
267,50,1,00:02:22.2
267,55,1,00:02:22.2
267,56,1,00:02:22.1
267,57,1,00:02:22.4
267,65,1,00:02:27.2
267,71,1,00:02:21.7
267,77,1,00:02:23.9
267,79,1,00:02:29
267,81,1,00:02:25.1
267,84,1,00:02:24.1
267,87,1,00:02:24
267,94,1,00:02:23.3
267,100,1,00:02:28.2
267,101,1,00:02:27.2
267,103,1,00:02:26
267,104,1,00:02:30.9
267,105,1,00:02:26.7
267,110,1,00:02:25.7
267,111,1,00:02:31.8
267,112,1,00:02:26.9
267,113,1,00:02:33.9
268,14,1,00:01:24.5
268,22,1,00:01:25.9
268,44,1,00:01:25.5
268,49,1,00:01:25.6
268,50,1,00:01:25.6
268,55,1,00:01:23.8
268,56,1,00:01:25.6
268,57,1,00:01:25.5
268,65,1,00:01:24.4
268,70,1,00:01:25.7
268,71,1,00:01:24.2
268,77,1,00:01:24
268,79,1,00:01:25.9
268,81,1,00:01:26
268,84,1,00:01:25.9
268,87,1,00:01:26.6
268,94,1,00:01:26.1
268,100,1,00:01:27.9
268,101,1,00:01:28.6
268,103,1,00:01:25.7
268,104,1,00:01:26.3
268,105,1,00:01:26.8
268,109,1,00:01:26.4
268,110,1,00:01:25.5
268,111,1,00:01:28.4
268,114,1,00:01:27.8
269,14,1,00:01:21
269,22,1,00:01:21.8
269,44,1,00:01:22.7
269,49,1,00:01:21.9
269,50,1,00:01:22
269,55,1,00:01:21.5
269,56,1,00:01:22.3
269,57,1,00:01:21.3
269,65,1,00:01:23.4
269,71,1,00:01:20.8
269,77,1,00:01:20.6
269,79,1,00:01:21.6
269,81,1,00:01:22.8
269,84,1,00:01:21.7
269,87,1,00:01:22.3
269,94,1,00:01:23.2
269,100,1,00:01:24.2
269,101,1,00:01:24.5
269,103,1,00:01:23.7
269,104,1,00:01:22.1
269,105,1,00:01:23.4
269,109,1,00:01:22.4
269,110,1,00:01:22.9
269,111,1,00:01:25.6
269,113,1,00:01:25.3
269,114,1,00:01:24.4
270,22,1,00:01:23.5
270,30,1,00:01:22.8
270,44,1,00:01:24.4
270,49,1,00:01:23.4
270,50,1,00:01:24.6
270,55,1,00:01:25.2
270,56,1,00:01:24.2
270,57,1,00:01:24.1
270,65,1,00:01:24
270,70,1,00:01:25.6
270,71,1,00:01:22.9
270,77,1,00:01:23.7
270,79,1,00:01:24.7
270,81,1,00:01:24.1
270,84,1,00:01:25.1
270,87,1,00:01:24.8
270,93,1,00:01:28
270,94,1,00:01:25.3
270,95,1,00:01:23.4
270,100,1,00:01:26.3
270,101,1,00:01:27.2
270,103,1,00:01:25.6
270,104,1,00:01:25.4
270,105,1,00:01:25.5
270,110,1,00:01:25.4
270,115,1,00:01:27.2
271,22,1,00:01:38.5
271,30,1,00:01:37.2
271,44,1,00:01:40
271,49,1,00:01:37.7
271,55,1,00:01:37.9
271,56,1,00:01:37.9
271,57,1,00:01:38
271,63,1,00:01:41.8
271,65,1,00:01:37.8
271,70,1,00:01:39.7
271,71,1,00:01:37.7
271,77,1,00:01:38.6
271,79,1,00:01:39.5
271,81,1,00:01:39
271,84,1,00:01:38.1
271,87,1,00:01:39.3
271,89,1,00:01:45
271,94,1,00:01:39.5
271,95,1,00:01:37.8
271,100,1,00:01:41
271,101,1,00:01:41.7
271,104,1,00:01:39.9
271,105,1,00:01:40.7
271,109,1,00:01:39.5
271,115,1,00:01:41
271,116,1,00:01:40.6
272,22,1,00:01:17.5
272,30,1,00:01:16.2
272,44,1,00:01:18.1
272,49,1,00:01:18
272,55,1,00:01:17.8
272,56,1,00:01:17.7
272,57,1,00:01:17
272,63,1,00:01:19.8
272,65,1,00:01:17.7
272,70,1,00:01:18.3
272,71,1,00:01:16.8
272,77,1,00:01:18.1
272,79,1,00:01:18.4
272,81,1,00:01:19.6
272,84,1,00:01:18
272,87,1,00:01:18.2
272,93,1,00:01:22.5
272,94,1,00:01:19
272,95,1,00:01:16.2
272,98,1,00:01:22.4
272,101,1,00:01:20.4
272,104,1,00:01:19.1
272,105,1,00:01:18.8
272,109,1,00:01:18.8
272,115,1,00:01:20.1
272,116,1,00:01:19.2
337,1,1,00:01:55.3
337,1,2,00:01:54.7
337,1,3,00:01:55.2
337,3,1,00:01:55.5
337,3,2,00:01:54.7
337,3,3,00:01:55.2
337,4,1,00:01:54.6
337,4,2,00:01:54.2
337,4,3,00:01:54.6
337,5,1,00:02:00.3
337,9,1,00:01:55.5
337,9,2,00:01:55
337,9,3,00:01:55.9
337,10,1,00:01:59.7
337,13,1,00:01:55.3
337,13,2,00:01:54.3
337,13,3,00:01:54.2
337,15,1,00:01:59.9
337,16,1,00:01:55.2
337,16,2,00:01:55
337,16,3,00:01:56.3
337,17,1,00:01:55.3
337,17,2,00:01:54.3
337,17,3,00:01:55.3
337,18,1,00:01:55.7
337,18,2,00:01:55.2
337,18,3,00:01:55.7
337,20,1,00:01:55
337,20,2,00:01:53.9
337,20,3,00:01:54.1
337,22,1,00:01:56
337,22,2,00:01:55.3
337,24,1,00:01:55.6
337,24,2,00:01:55.6
337,30,1,00:01:55.6
337,30,2,00:01:55.1
337,30,3,00:01:55.5
337,37,1,00:01:56.4
337,37,2,00:01:56.2
337,67,1,00:01:56.2
337,67,2,00:01:56.3
337,153,1,00:01:57.1
337,155,1,00:01:56.5
337,155,2,00:01:56.3
337,807,1,00:01:56.4
337,807,2,00:01:55.9
337,808,1,00:01:56.2
337,808,2,00:01:56.6
337,810,1,00:02:00.6
337,811,1,00:02:03.2
337,812,1,00:02:04.9
338,1,1,00:01:25
338,1,2,00:01:25.2
338,3,1,00:01:24.8
338,3,2,00:01:24.8
338,3,3,00:01:24.9
338,4,1,00:01:25.1
338,4,2,00:01:24.3
338,4,3,00:01:24.1
338,5,1,00:01:28.8
338,9,1,00:01:25.6
338,9,2,00:01:25.1
338,9,3,00:01:25.4
338,10,1,00:01:29.6
338,13,1,00:01:25.5
338,13,2,00:01:25
338,13,3,00:01:24.8
338,15,1,00:01:29.1
338,16,1,00:01:25.5
338,16,2,00:01:25
338,16,3,00:01:26
338,17,1,00:01:25.3
338,17,2,00:01:24.3
338,17,3,00:01:24
338,18,1,00:01:24.9
338,18,2,00:01:24.5
338,18,3,00:01:24.7
338,20,1,00:01:24.8
338,20,2,00:01:24.1
338,20,3,00:01:23.9
338,22,1,00:01:25.7
338,22,2,00:01:25.1
338,22,3,00:01:25.2
338,24,1,00:01:26.2
338,24,2,00:01:25.7
338,30,1,00:01:25.4
338,30,2,00:01:24.9
338,30,3,00:01:24.9
338,37,1,00:01:26.1
338,37,2,00:01:25.7
338,67,1,00:01:26.1
338,67,2,00:01:25.6
338,153,1,00:01:26.1
338,153,2,00:01:26.1
338,155,1,00:01:26.3
338,155,2,00:01:25.8
338,807,1,00:01:25.9
338,807,2,00:01:25.7
338,808,1,00:01:26.5
338,810,1,00:01:30.2
338,811,1,00:01:30.5
338,812,1,00:01:30.6
339,1,1,00:01:53.1
339,3,1,00:01:52.6
339,3,2,00:01:47.4
339,3,3,00:01:50.7
339,4,1,00:01:53
339,5,1,00:01:52.9
339,5,2,00:01:52.3
339,9,1,00:01:46.3
339,9,2,00:01:47
339,9,3,00:01:51.1
339,10,1,00:01:52.4
339,10,2,00:01:52.5
339,13,1,00:01:53.3
339,15,1,00:01:52.9
339,16,1,00:01:49.5
339,16,2,00:01:47.1
339,16,3,00:01:50.9
339,17,1,00:01:51.9
339,17,2,00:01:48.2
339,17,3,00:01:49.3
339,18,1,00:01:52.2
339,20,1,00:01:47.6
339,20,2,00:01:46.8
339,20,3,00:01:50.8
339,22,1,00:01:50.3
339,22,2,00:01:48.4
339,22,3,00:01:51.5
339,24,1,00:01:49.9
339,24,2,00:01:48.2
339,24,3,00:01:52.3
339,30,1,00:01:52.2
339,30,2,00:01:48.4
339,30,3,00:01:51.7
339,37,1,00:01:47.2
339,37,2,00:01:48.8
339,67,1,00:01:48.9
339,67,2,00:01:49.2
339,153,1,00:01:48.7
339,153,2,00:01:49.5
339,155,1,00:01:48.5
339,155,2,00:01:47.8
339,155,3,00:01:51.8
339,807,1,00:01:49.7
339,807,2,00:01:47.3
339,807,3,00:01:51
339,808,1,00:01:48
339,808,2,00:01:48.8
339,810,1,00:02:00
339,811,1,00:01:57.3
339,812,1,00:01:56.3
340,1,1,00:01:35.6
340,1,2,00:01:34.9
340,1,3,00:01:35
340,3,1,00:01:36
340,3,2,00:01:35.1
340,3,3,00:01:34.9
340,4,1,00:01:36
340,4,2,00:01:35.2
340,4,3,00:01:34.9
340,5,1,00:01:39.5
340,9,1,00:01:36.3
340,9,2,00:01:35.5
340,9,3,00:01:35.4
340,10,1,00:01:39.3
340,13,1,00:01:36.1
340,13,2,00:01:35.3
340,13,3,00:01:35.2
340,15,1,00:01:39.4
340,16,1,00:01:36.7
340,16,2,00:01:35.7
340,16,3,00:01:36
340,17,1,00:01:36
340,17,2,00:01:35.1
340,17,3,00:01:34.8
340,18,1,00:01:36.1
340,18,2,00:01:35.4
340,18,3,00:01:35
340,20,1,00:01:36.3
340,20,2,00:01:35.3
340,20,3,00:01:34.6
340,22,1,00:01:36.7
340,22,2,00:01:35.7
340,24,1,00:01:37.2
340,30,1,00:01:36.5
340,30,2,00:01:35.7
340,30,3,00:01:35.6
340,37,1,00:01:37.1
340,37,2,00:01:37
340,67,1,00:01:36.8
340,67,2,00:01:36.1
340,153,1,00:01:36.6
340,153,2,00:01:36
340,155,1,00:01:37
340,155,2,00:01:36.4
340,807,1,00:01:37
340,807,2,00:01:36.6
340,808,1,00:01:37
340,808,2,00:01:36.3
340,810,1,00:01:39.8
340,811,1,00:01:40.5
340,812,1,00:01:40.6
341,1,1,00:01:21.7
341,1,2,00:01:21.4
341,1,3,00:01:20.8
341,3,1,00:01:22.4
341,3,2,00:01:21.9
341,3,3,00:01:21.4
341,4,1,00:01:22
341,4,2,00:01:21.5
341,4,3,00:01:20.9
341,5,1,00:01:24.7
341,9,1,00:01:22.5
341,9,2,00:01:21.6
341,9,3,00:01:21.4
341,10,1,00:01:25.5
341,13,1,00:01:22.6
341,13,2,00:01:21.8
341,13,3,00:01:21.6
341,15,1,00:01:24.7
341,16,1,00:01:22.6
341,16,2,00:01:22
341,17,1,00:01:21.4
341,17,2,00:01:20.7
341,17,3,00:01:20
341,18,1,00:01:21.9
341,18,2,00:01:21.2
341,18,3,00:01:21
341,20,1,00:01:21.7
341,20,2,00:01:20.8
341,20,3,00:01:20.1
341,22,1,00:01:23.1
341,24,1,00:01:23.1
341,24,2,00:01:22.9
341,30,1,00:01:22.5
341,30,2,00:01:21.6
341,30,3,00:01:21.3
341,37,1,00:01:22.2
341,37,2,00:01:22
341,67,1,00:01:22.7
341,67,2,00:01:22.2
341,153,1,00:01:22.6
341,153,2,00:01:22.2
341,155,1,00:01:22.6
341,155,2,00:01:21.7
341,155,3,00:01:22
341,807,1,00:01:22.9
341,807,2,00:01:22.1
341,808,1,00:01:23
341,808,2,00:01:22.1
341,810,1,00:01:25.6
341,811,1,00:01:27.1
341,812,1,00:01:26.8
342,1,1,00:01:15.7
342,1,2,00:01:14.5
342,1,3,00:01:14.4
342,3,1,00:01:15.2
342,3,2,00:01:14.4
342,3,3,00:01:14.5
342,4,1,\N
342,5,1,00:01:17.1
342,9,1,00:01:15
342,9,2,00:01:14.5
342,9,3,00:01:14.1
342,10,1,00:01:17.4
342,13,1,00:01:14.8
342,13,2,00:01:14.4
342,13,3,00:01:14.3
342,15,1,00:01:17.1
342,16,1,00:01:15.4
342,16,2,00:01:15.3
342,17,1,00:01:15
342,17,2,00:01:14.5
342,17,3,00:01:13.8
342,18,1,00:01:15.6
342,18,2,00:01:15.2
342,18,3,00:01:14.6
342,20,1,00:01:15.1
342,20,2,00:01:14.6
342,20,3,00:01:14.2
342,22,1,00:01:15.6
342,22,2,00:01:15.1
342,22,3,00:01:14.9
342,24,1,00:01:15.4
342,24,2,00:01:15.1
342,24,3,00:01:15.2
342,30,1,00:01:15.6
342,30,2,00:01:14.7
342,30,3,00:01:14.6
342,37,1,00:01:15.9
342,37,2,00:01:15.7
342,67,1,00:01:16
342,67,2,00:01:15.4
342,153,1,00:01:16
342,153,2,00:01:16.2
342,155,1,00:01:16.2
342,155,2,00:01:16
342,807,1,00:01:16
342,807,2,00:01:15.3
342,808,1,00:01:15.5
342,808,2,00:01:15.6
342,810,1,00:01:17.9
342,811,1,00:01:18.5
342,812,1,00:01:19.6
343,1,1,00:01:27.7
343,1,2,00:01:27
343,1,3,00:01:26.4
343,3,1,00:01:27.6
343,3,2,00:01:27.1
343,3,3,00:01:27
343,4,1,00:01:27.9
343,4,2,00:01:27.6
343,5,1,00:01:30.5
343,9,1,00:01:27.8
343,9,2,00:01:27.4
343,9,3,00:01:27
343,10,1,00:01:30.7
343,13,1,00:01:28
343,13,2,00:01:27.2
343,13,3,00:01:27.1
343,15,1,00:01:30.2
343,16,1,00:01:28
343,16,2,00:01:27.5
343,17,1,00:01:27.5
343,17,2,00:01:26.8
343,17,3,00:01:26.3
343,18,1,00:01:27.6
343,18,2,00:01:27.3
343,18,3,00:01:26.8
343,20,1,00:01:27.1
343,20,2,00:01:26.7
343,20,3,00:01:26.8
343,22,1,00:01:28.3
343,22,2,00:01:28.4
343,24,1,00:01:29
343,30,1,00:01:27.8
343,30,2,00:01:27.4
343,30,3,00:01:26.9
343,37,1,00:01:28.1
343,37,2,00:01:27.9
343,67,1,00:01:28.5
343,67,2,00:01:28.3
343,153,1,00:01:28.5
343,153,2,00:01:28.5
343,155,1,00:01:28.2
343,155,2,00:01:27.4
343,155,3,00:01:28.1
343,807,1,00:01:28.2
343,807,2,00:01:28.8
343,808,1,00:01:27.6
343,808,2,00:01:27.4
343,808,3,00:01:27.4
343,810,1,00:01:32
343,811,1,00:01:31.3
343,812,1,00:01:32.1
344,1,1,00:01:15.9
344,1,2,00:01:15.5
344,1,3,00:01:15.1
344,3,1,00:01:16.4
344,3,2,00:01:16
344,3,3,00:01:16.1
344,4,1,00:01:16.2
344,4,2,00:01:15.6
344,4,3,00:01:15.4
344,5,1,00:01:18.2
344,9,1,00:01:16.4
344,9,2,00:01:15.7
344,9,3,00:01:15.7
344,10,1,00:01:18.9
344,13,1,00:01:16.7
344,13,2,00:01:16.3
344,13,3,00:01:15.7
344,15,1,00:01:18.7
344,16,1,00:01:16.5
344,16,2,00:01:16.3
344,16,3,00:01:15.9
344,17,1,00:01:16.4
344,17,2,00:01:15.7
344,17,3,00:01:15.4
344,18,1,00:01:16.4
344,18,2,00:01:15.7
344,18,3,00:01:15.5
344,20,1,00:01:16.1
344,20,2,00:01:15.6
344,20,3,00:01:15.4
344,22,1,00:01:16.9
344,22,2,00:01:16.4
344,24,1,00:01:17.1
344,24,2,00:01:16.2
344,24,3,00:01:15.6
344,30,1,00:01:16.6
344,30,2,00:01:16.5
344,37,1,00:01:17.6
344,37,2,00:01:17.4
344,67,1,00:01:17.4
344,67,2,00:01:16.9
344,153,1,00:01:17
344,153,2,00:01:17
344,155,1,00:01:18
344,807,1,00:01:16.8
344,807,2,00:01:16.4
344,808,1,00:01:16.6
344,808,2,00:01:16.8
344,810,1,00:01:19.7
344,811,1,00:01:19.5
344,812,1,00:01:27.8
345,1,1,00:01:38.7
345,1,2,00:01:38.2
345,1,3,00:01:38
345,3,1,00:01:38.8
345,3,2,00:01:38.6
345,4,1,00:01:38.5
345,4,2,00:01:38.2
345,4,3,00:01:38.1
345,5,1,00:01:40.9
345,9,1,00:01:38.1
345,9,2,00:01:38.1
345,9,3,00:01:38.1
345,10,1,00:01:42.1
345,13,1,00:01:38.7
345,13,2,00:01:38
345,13,3,00:01:38.1
345,15,1,00:01:40.7
345,16,1,00:01:39
345,16,2,00:01:38.9
345,17,1,00:01:38.5
345,17,2,00:01:38
345,17,3,00:01:37.7
345,18,1,00:01:38.4
345,18,2,00:01:38.4
345,18,3,00:01:38.2
345,20,1,00:01:38.3
345,20,2,00:01:38
345,20,3,00:01:37.6
345,22,1,00:01:38.4
345,22,2,00:01:38.3
345,22,3,00:01:38.4
345,24,1,00:01:39
345,24,2,00:01:38.9
345,30,1,00:01:39
345,30,2,00:01:39.2
345,37,1,00:01:39
