raceId,constructorId,position,points,pointsTotal,wins
300,35,10,0,2,0
300,6,4,0,16,0
300,18,12,0,0,0
300,37,9,0,3,0
300,36,14,0,0,0
301,3,1,2,144,8
301,1,3,13,73,4
301,22,2,10,74,1
301,32,5,0,11,0
301,27,8,0,4,0
301,29,6,0,5,0
301,17,13,0,0,0
301,33,11,0,1,0
301,25,7,1,5,0
301,35,10,0,2,0
301,6,4,0,16,0
301,18,12,0,0,0
301,37,9,0,3,0
301,36,14,0,0,0
302,3,1,10,154,9
302,1,2,10,83,4
302,22,3,3,77,1
302,32,5,2,13,0
302,27,8,0,4,0
302,29,6,1,6,0
302,17,13,0,0,0
302,33,11,0,1,0
302,25,7,0,5,0
302,35,10,0,2,0
302,6,4,0,16,0
302,18,12,0,0,0
302,37,9,0,3,0
303,3,1,10,164,10
303,1,2,6,89,4
303,22,3,4,81,1
303,32,5,0,13,0
303,27,8,0,4,0
303,29,7,0,6,0
303,17,13,0,0,0
303,33,12,0,1,0
303,25,6,3,8,0
303,35,10,0,2,0
303,6,4,2,18,0
303,18,11,1,1,0
303,37,9,0,3,0
304,3,1,0,164,10
304,1,2,10,99,5
304,22,3,10,91,1
304,32,5,0,13,0
304,27,8,2,6,0
304,29,7,0,6,0
304,17,11,1,1,0
304,33,13,0,1,0
304,25,6,0,8,0
304,35,10,0,2,0
304,6,4,3,21,0
304,18,12,0,1,0
304,37,9,0,3,0
305,36,18,0,0,0
305,42,17,0,0,0
305,35,16,0,0,0
305,27,15,0,0,0
305,41,14,0,0,0
305,29,13,0,0,0
305,3,12,0,0,0
305,32,11,0,0,0
305,34,10,0,0,0
305,17,9,0,0,0
306,36,17,0,0,0
306,42,18,0,0,0
306,35,14,0,0,0
306,27,12,0,0,0
306,41,16,0,0,0
306,29,15,0,0,0
306,3,3,6,6,0
306,32,10,0,0,0
306,34,13,0,0,0
306,17,11,0,0,0
306,18,8,0,0,0
306,39,9,0,0,0
306,40,7,0,0,0
306,33,6,0,1,0
307,26,17,0,0,0
307,36,18,0,0,0
307,42,19,0,0,0
307,35,6,4,4,0
307,27,11,0,0,0
307,41,15,0,0,0
307,29,16,0,0,0
307,3,3,0,6,0
307,32,8,3,3,0
307,34,12,0,0,0
307,17,14,0,0,0
307,18,7,3,3,0
307,39,13,0,0,0
307,40,10,0,0,0
307,33,9,\N,1,0
308,26,15,0,0,0
308,36,18,0,0,0
308,42,19,0,0,0
308,35,5,1,5,0
308,27,10,0,0,0
308,41,16,0,0,0
308,29,17,0,0,0
308,3,3,6,12,0
308,32,8,0,3,0
308,34,13,0,0,0
308,17,12,0,0,0
308,18,7,0,3,0
308,39,14,0,0,0
308,40,11,0,0,0
308,33,9,\N,1,0
308,25,6,0,5,0
309,26,15,0,0,0
309,36,18,0,0,0
309,42,19,0,0,0
309,35,6,0,5,0
309,27,11,0,0,0
309,41,16,0,0,0
309,29,17,0,0,0
309,3,3,5,17,0
309,32,9,0,3,0
309,34,13,0,0,0
309,17,7,5,5,0
309,18,8,0,3,0
309,39,14,0,0,0
309,40,12,0,0,0
309,33,10,\N,1,0
309,25,5,6,11,0
310,26,10,1,1,0
310,36,18,0,0,0
310,42,19,0,0,0
310,35,7,0,5,0
310,27,12,0,0,0
310,41,16,0,0,0
310,29,17,0,0,0
310,3,2,16,33,1
310,32,9,0,3,0
310,34,14,0,0,0
310,17,6,3,8,0
310,18,8,0,3,0
310,39,15,0,0,0
310,40,13,0,0,0
310,33,11,\N,1,0
310,25,5,0,11,0
311,26,10,0,1,0
311,36,18,0,0,0
311,42,19,0,0,0
311,35,7,0,5,0
311,27,12,0,0,0
311,41,14,0,0,0
311,29,17,0,0,0
311,3,2,12,45,2
311,32,9,0,3,0
311,34,15,0,0,0
311,17,6,1,9,0
311,18,8,0,3,0
311,39,16,0,0,0
311,40,13,0,0,0
311,33,11,\N,1,0
311,25,5,0,11,0
312,26,10,0,1,0
312,36,18,0,0,0
312,42,19,0,0,0
312,35,7,0,5,0
312,27,12,0,0,0
312,41,14,0,0,0
312,29,17,0,0,0
312,3,2,10,55,3
312,32,9,0,3,0
312,34,15,0,0,0
312,17,6,1,10,0
312,18,8,0,3,0
312,39,16,0,0,0
312,40,13,0,0,0
312,33,11,\N,1,0
312,25,5,0,11,0
313,26,10,0,1,0
313,36,18,0,0,0
313,42,19,0,0,0
313,35,7,0,5,0
313,27,12,0,0,0
313,41,14,0,0,0
313,29,17,0,0,0
313,3,1,16,71,4
313,32,9,0,3,0
313,34,15,0,0,0
313,17,5,3,13,0
313,18,8,0,3,0
313,39,16,0,0,0
313,40,13,0,0,0
313,33,11,\N,1,0
313,25,6,0,11,0
314,26,11,0,1,0
314,36,18,0,0,0
314,42,19,0,0,0
314,35,7,0,5,0
314,27,13,0,0,0
314,41,10,1,1,0
314,29,17,0,0,0
314,3,2,10,81,4
314,32,9,0,3,0
314,34,15,0,0,0
314,17,5,0,13,0
314,18,8,0,3,0
314,39,16,0,0,0
314,40,14,0,0,0
314,33,12,\N,1,0
314,25,6,0,11,0
315,36,17,0,0,0
315,42,19,0,0,0
315,35,7,0,5,0
315,27,14,0,0,0
315,41,10,0,1,0
315,29,18,0,0,0
315,3,2,2,83,4
315,32,9,0,3,0
315,34,11,1,1,0
315,17,5,0,13,0
315,18,8,0,3,0
315,39,16,0,0,0
315,40,15,0,0,0
315,33,13,\N,1,0
315,25,6,0,11,0
315,22,4,7,30,1
316,36,17,0,0,0
316,42,19,0,0,0
316,35,7,0,5,0
316,27,14,0,0,0
316,41,10,0,1,0
316,29,18,0,0,0
316,3,2,10,93,5
316,32,9,0,3,0
316,34,11,0,1,0
316,17,5,0,13,0
316,18,8,0,3,0
316,39,16,0,0,0
316,40,15,0,0,0
316,33,13,\N,1,0
316,25,6,0,11,0
316,22,4,3,33,1
317,26,12,0,1,0
317,36,17,0,0,0
317,42,19,0,0,0
317,35,8,0,5,0
317,27,14,0,0,0
317,41,10,0,1,0
317,29,18,0,0,0
317,3,2,10,103,6
317,32,9,0,3,0
317,34,11,0,1,0
317,17,5,0,13,0
317,18,7,3,6,0
317,39,16,0,0,0
317,40,15,0,0,0
317,33,13,\N,1,0
317,25,6,0,11,0
317,22,4,3,36,1
317,6,3,4,43,0
318,26,12,0,1,0
318,36,17,0,0,0
318,35,8,0,5,0
318,27,14,0,0,0
318,41,10,0,1,0
318,29,18,0,0,0
318,3,1,14,117,7
318,32,9,0,3,0
318,34,11,0,1,0
318,17,5,0,13,0
318,18,7,0,6,0
318,39,16,0,0,0
318,40,15,0,0,0
318,33,13,\N,1,0
318,25,6,0,11,0
318,22,4,1,37,1
318,6,3,9,52,0
319,26,12,0,1,0
319,36,17,0,0,0
319,42,19,0,0,0
319,35,8,0,5,0
319,27,14,0,0,0
319,41,11,0,1,0
319,29,18,0,0,0
319,3,2,4,121,7
319,32,9,0,3,0
319,34,10,2,3,0
319,17,5,0,13,0
319,18,7,0,6,0
319,40,15,0,0,0
319,33,13,\N,1,0
319,25,6,1,12,0
319,22,4,0,37,1
319,6,3,3,55,0
320,26,12,\N,1,0
320,36,17,0,0,0
320,42,19,0,0,0
320,35,8,0,5,0
320,27,14,0,0,0
320,41,11,0,1,0
320,29,18,0,0,0
320,3,2,4,125,7
320,32,9,0,3,0
320,34,10,0,3,0
320,17,5,0,13,0
320,18,7,0,6,0
320,40,15,0,0,0
320,33,13,0,1,0
320,25,6,0,12,0
320,22,4,1.5,38.5,1
320,6,3,0.5,55.5,0
321,41,10,0,0,0
321,44,9,0,0,0
321,21,8,0,0,0
321,33,7,0,0,0
321,18,6,0,0,0
321,34,5,2,2,0
321,22,4,3,3,0
321,3,3,4,4,0
321,25,2,7,7,0
321,1,1,9,9,1
322,35,12,0,0,0
322,45,16,0,0,0
322,6,2,12,12,1
322,41,13,0,0,0
322,44,11,0,0,0
322,21,9,0,0,0
322,33,8,0,0,0
322,18,7,0,0,0
322,34,6,0,2,0
322,22,5,1,4,0
322,3,4,2,6,0
322,25,3,0,7,0
322,1,1,10,19,1
323,27,10,0,0,0
323,32,7,0,0,0
323,35,14,0,0,0
323,45,16,0,0,0
323,6,3,3,15,1
323,41,15,0,0,0
323,44,13,0,0,0
323,21,11,0,0,0
323,33,9,0,0,0
323,18,8,0,0,0
323,34,6,0,2,0
323,22,4,6,10,0
323,3,2,9,15,1
323,25,5,1,8,0
323,1,1,6,25,1
324,27,12,0,0,0
324,32,9,0,0,0
324,35,14,0,0,0
324,45,16,0,0,0
324,6,3,0,15,1
324,41,15,0,0,0
324,44,13,0,0,0
324,21,6,2,2,0
324,33,8,1,1,0
324,18,10,0,0,0
324,34,7,0,2,0
324,22,5,0,10,0
324,3,2,3,18,1
324,25,4,6,14,0
324,1,1,13,38,2
325,46,11,0,0,0
325,27,12,0,0,0
325,32,8,1,1,0
325,35,16,0,0,0
325,45,14,0,0,0
325,6,2,6,21,1
325,41,13,0,0,0
325,44,15,0,0,0
325,21,7,0,2,0
325,33,9,0,1,0
325,18,10,0,0,0
325,34,6,0,2,0
325,22,4,6,16,0
325,3,3,0,18,1
325,25,5,0,14,0
325,1,1,12,50,3
326,46,11,0,0,0
326,27,12,0,0,0
326,32,8,0,1,0
326,35,14,0,0,0
326,45,15,0,0,0
326,6,2,15,36,2
326,41,13,0,0,0
326,44,16,0,0,0
326,21,7,0,2,0
326,33,9,0,1,0
326,18,10,0,0,0
326,34,6,0,2,0
326,22,4,4,20,0
326,3,3,2,20,1
326,25,5,0,14,0
326,1,1,4,54,3
327,39,17,0,0,0
327,46,12,0,0,0
327,27,13,0,0,0
327,32,10,0,1,0
327,35,14,0,0,0
327,45,15,0,0,0
327,6,2,9,45,3
327,41,6,6,6,0
327,44,16,0,0,0
327,21,8,0,2,0
327,33,9,0,1,0
327,18,11,0,0,0
327,34,7,0,2,0
327,22,3,3,23,0
327,3,4,1,21,1
327,25,5,0,14,0
327,1,1,6,60,3
328,39,17,0,0,0
328,46,12,0,0,0
328,27,13,0,0,0
328,32,10,0,1,0
328,35,14,0,0,0
328,45,15,0,0,0
328,6,2,9,54,4
328,41,6,0,6,0
328,44,16,0,0,0
328,21,8,0,2,0
328,33,7,4,5,0
328,18,11,0,0,0
328,34,9,0,2,0
328,22,4,2,25,0
328,3,3,6,27,1
328,25,5,0,14,0
328,1,1,4,64,3
329,39,17,0,0,0
329,46,12,0,0,0
329,27,13,0,0,0
329,32,10,0,1,0
329,35,14,0,0,0
329,45,15,0,0,0
329,6,2,3,57,4
329,41,6,0,6,0
329,44,16,0,0,0
329,21,8,0,2,0
329,33,7,0,5,0
329,18,11,0,0,0
329,34,9,0,2,0
329,22,3,6,31,0
329,3,4,3,30,1
329,25,5,0,14,0
329,1,1,13,77,4
330,39,15,0,0,0
330,46,12,0,0,0
330,27,13,0,0,0
330,32,8,2,3,0
330,35,14,0,0,0
330,45,16,0,0,0
330,6,2,0,57,4
330,41,6,0,6,0
330,44,17,0,0,0
330,21,9,0,2,0
330,33,7,1,6,0
330,18,11,0,0,0
330,34,10,0,2,0
330,22,4,4,35,0
330,3,3,12,42,2
330,25,5,0,14,0
330,1,1,6,83,4
331,39,16,0,0,0
331,27,13,0,0,0
331,32,8,0,3,0
331,35,14,0,0,0
331,45,15,0,0,0
331,6,2,6,63,4
331,41,6,1,7,0
331,44,17,0,0,0
331,21,9,0,2,0
331,33,7,0,6,0
331,18,11,0,0,0
331,34,10,0,2,0
331,22,4,5,40,0
331,3,3,0,42,2
331,25,5,0,14,0
331,1,1,13,96,5
332,39,16,0,0,0
332,27,13,0,0,0
332,32,8,0,3,0
332,35,14,0,0,0
332,45,15,0,0,0
332,6,2,9,72,4
332,41,6,0,7,0
332,44,17,0,0,0
332,21,9,0,2,0
332,33,7,0,6,0
332,18,11,0,0,0
332,34,10,0,2,0
332,22,4,0,40,0
332,3,3,2,44,2
332,25,5,1,15,0
332,1,1,13,109,6
333,39,16,0,0,0
333,27,13,0,0,0
333,32,8,0,3,0
333,35,14,0,0,0
333,45,15,0,0,0
333,6,2,13,85,5
333,41,6,0,7,0
333,44,17,0,0,0
333,21,9,0,2,0
333,33,7,0,6,0
333,18,11,0,0,0
333,34,10,0,2,0
333,22,4,3,43,0
333,3,3,0,44,2
333,25,5,0,15,0
333,1,1,9,118,6
334,39,14,0,0,0
334,27,11,0,0,0
334,32,8,0,3,0
334,35,15,0,0,0
334,45,16,0,0,0
334,6,2,15,100,6
334,41,6,0,7,0
334,44,17,0,0,0
334,21,9,0,2,0
334,33,7,1,7,0
334,18,12,0,0,0
334,34,10,0,2,0
334,22,4,4,47,0
334,3,3,5,49,2
334,25,5,0,15,0
334,1,1,0,118,6
335,39,14,0,0,0
335,27,11,0,0,0
335,32,8,0,3,0
335,35,15,0,0,0
335,45,16,0,0,0
335,6,2,0,100,6
335,41,7,0,7,0
335,21,9,0,2,0
335,33,6,4,11,0
335,18,12,0,0,0
335,34,10,0,2,0
335,22,3,15,62,1
335,3,4,5,54,2
335,25,5,1,16,0
335,1,1,0,118,6
336,39,14,0,0,0
336,27,11,0,0,0
336,32,8,0,3,0
336,35,15,0,0,0
336,45,16,0,0,0
336,6,2,10,110,6
336,41,7,0,7,0
336,21,9,0,2,0
336,33,6,0,11,0
336,18,12,0,0,0
336,34,10,0,2,0
336,22,3,9,71,2
336,3,4,3,57,2
336,25,5,0,16,0
336,1,1,3,121,6
1,6,9,0,0,0
1,2,7,0,0,0
1,9,8,0,0,0
1,10,6,0,0,0
1,5,5,3,3,0
1,3,4,3,3,0
1,4,3,4,4,0
1,7,2,11,11,0
1,23,1,18,18,1
2,6,10,0,0,0
2,9,7,1.5,1.5,0
2,2,3,4,4,0
2,10,9,0,0,0
2,5,6,0,3,0
2,3,5,0.5,3.5,0
2,4,4,0,4,0
2,7,2,5.5,16.5,0
2,1,8,1,1,0
2,23,1,7,25,2
36,1,11,14,14,0
37,1,11,18,32,1
37,6,1,10,23,1
39,6,1,10,49,3
40,6,1,7,56,3
41,6,1,4,60,3
42,6,1,11,71,3
43,6,1,18,89,4
44,6,1,14,103,5
45,6,1,8,111,5
46,6,1,8,119,5
47,6,1,18,137,6
48,6,1,6,143,6
49,6,1,18,161,7
50,6,1,9,170,7
51,6,1,16,186,8
52,6,1,18,204,9
321,6,11,0,0,0
321,45,12,0,0,0
321,35,13,0,0,0
321,32,14,0,0,0
321,27,15,0,0,0
321,46,16,0,0,0
321,39,17,0,0,0
321,47,18,0,0,0
321,42,19,0,0,0
322,32,14,0,0,0
322,27,10,0,0,0
322,46,17,0,0,0
322,39,15,0,0,0
322,47,19,0,0,0
322,42,18,0,0,0
323,46,12,0,0,0
323,39,17,0,0,0
323,47,19,0,0,0
323,42,18,0,0,0
324,46,11,0,0,0
324,39,17,0,0,0
324,47,19,0,0,0
324,42,18,0,0,0
325,39,17,0,0,0
325,47,19,0,0,0
325,42,18,0,0,0
326,39,17,0,0,0
326,47,19,0,0,0
326,42,18,0,0,0
327,47,19,0,0,0
327,42,18,0,0,0
328,47,19,0,0,0
328,42,18,0,0,0
329,47,19,0,0,0
329,42,18,0,0,0
330,47,19,0,0,0
330,42,18,0,0,0
331,47,19,0,0,0
331,42,18,0,0,0
332,47,19,0,0,0
332,42,18,0,0,0
333,47,19,0,0,0
333,42,18,0,0,0
334,47,19,0,0,0
334,42,18,0,0,0
335,42,18,0,0,0
336,42,18,0,0,0
305,18,8,0,0,0
305,39,7,0,0,0
305,40,6,0,0,0
305,33,5,1,1,0
305,25,3,5,5,0
305,22,4,4,4,0
305,6,2,6,6,0
305,1,1,10,10,1
306,25,5,0,5,0
306,22,4,2,6,0
306,6,2,4,10,0
306,1,1,14,24,2
307,25,5,0,5,0
307,22,4,0,6,0
307,6,2,0,10,0
307,1,1,16,40,3
308,22,4,3,9,0
308,6,2,6,16,0
308,1,1,10,50,4
309,22,2,10,19,1
309,6,4,0,16,0
309,1,1,0,50,4
310,22,3,2,21,1
310,1,1,4,54,4
310,6,4,0,16,0
311,22,4,0,21,1
311,1,1,4,58,4
311,6,3,9,25,0
312,22,4,2,23,1
312,1,1,9,67,4
312,6,3,4,29,0
313,22,4,0,23,1
313,1,2,3,70,4
313,6,3,4,33,0
314,22,4,0,23,1
314,1,1,13,83,5
314,6,3,2,35,0
315,6,3,0,35,0
315,1,1,16,99,6
316,6,3,4,39,0
316,1,1,9,108,6
317,1,1,6,114,6
318,1,2,2,116,6
319,1,1,16,132,7
320,1,1,7,139,8
315,26,12,0,1,0
316,26,12,0,1,0
3,9,2,18,19.5,1
3,5,7,1,4,0
3,10,10,0,0,0
3,6,9,0,0,0
3,2,5,0,4,0
3,3,8,0,3.5,0
3,4,6,0,4,0
3,7,3,2,18.5,0
3,1,4,7,8,0
3,23,1,11,36,2
4,9,2,8,27.5,1
4,2,6,0,4,0
4,10,10,0,0,0
4,5,7,0,4,0
4,4,5,1,5,0
4,1,4,5,13,0
4,7,3,8,26.5,0
4,6,9,3,3,0
4,3,8,0,3.5,0
4,23,1,14,50,3
5,23,1,18,68,4
5,1,4,0,13,0
5,7,3,0,26.5,0
5,4,5,4,9,0
5,3,8,1,4.5,0
5,5,9,0,4,0
5,10,10,0,0,0
5,2,6,2,6,0
5,9,2,11,38.5,1
5,6,7,3,6,0
6,10,10,0,0,0
6,2,8,0,6,0
6,7,3,0,26.5,0
6,6,4,11,17,0
6,9,2,4,42.5,1
6,5,9,1,5,0
6,3,7,3,7.5,0
6,4,6,2,11,0
6,1,5,0,13,0
6,23,1,18,86,5
7,6,4,3,20,0
7,2,8,2,8,0
7,5,9,0,5,0
7,4,7,0,11,0
7,1,5,0,13,0
7,7,3,6,32.5,0
7,23,1,10,96,6
7,9,2,14,56.5,1
7,3,6,4,11.5,0
7,10,10,0,0,0
8,6,4,6,26,0
8,2,8,0,8,0
8,5,9,0,5,0
8,4,7,0,11,0
8,1,6,0,13,0
8,7,3,2,34.5,0
8,23,1,9,105,6
8,9,2,18,74.5,2
8,3,5,4,15.5,0
8,10,10,0,0,0
9,23,1,7,112,6
9,1,6,1,14,0
9,7,3,0,34.5,0
9,4,7,2,13,0
9,3,5,5,20.5,0
9,5,9,0,5,0
9,10,10,0,0,0
9,2,8,0,8,0
9,9,2,18,92.5,3
9,6,4,6,32,0
10,23,1,2,114,6
10,1,5,14,28,1
10,7,4,4,38.5,0
10,4,7,0,13,0
10,3,6,5,25.5,0
10,5,9,0,5,0
10,10,10,0,0,0
10,2,8,0,8,0
10,9,2,6,98.5,3
10,6,3,8,40,0
11,23,1,12,126,7
11,1,4,13,41,1
11,7,5,0,38.5,0
11,4,7,3,16,0
11,3,6,4,29.5,0
11,5,9,0,5,0
11,10,10,0,0,0
11,2,8,1,9,0
11,9,2,0,98.5,3
11,6,3,6,46,0
12,23,1,2,128,7
12,1,4,3,44,1
12,7,5,0,38.5,0
12,4,8,0,16,0
12,3,6,1,30.5,0
12,5,10,0,5,0
12,10,9,8,8,0
12,2,7,9,18,0
12,9,2,6,104.5,3
12,6,3,10,56,1
13,23,1,18,146,8
13,1,4,3,47,1
13,7,5,0,38.5,0
13,4,8,4,20,0
13,3,6,0,30.5,0
13,5,10,0,5,0
13,10,9,5,13,0
13,2,7,2,20,0
13,9,2,1,105.5,3
13,6,3,6,62,1
14,23,1,7,153,8
14,1,4,12,59,2
14,7,5,8,46.5,0
14,4,7,6,26,0
14,3,6,0,30.5,0
14,5,10,0,5,0
14,10,9,0,13,0
14,2,8,1,21,0
14,9,2,5,110.5,3
14,6,3,0,62,1
15,6,3,5,67,1
15,9,2,10,120.5,4
15,10,9,0,13,0
15,5,10,0,5,0
15,3,6,4,34.5,0
15,1,4,6,65,2
15,7,5,8,54.5,0
15,23,1,3,156,8
15,2,8,3,24,0
15,4,7,0,26,0
16,23,1,5,161,8
16,1,3,6,71,2
16,7,5,0,54.5,0
16,4,8,0,26,0
16,3,6,0,34.5,0
16,5,10,2,7,0
16,10,9,0,13,0
16,2,7,8,32,0
16,9,2,15,135.5,5
16,6,4,3,70,1
356,6,1,9,9,1
356,1,2,6,6,0
356,37,3,4,4,0
356,22,4,4,4,0
356,21,5,2,2,0
356,25,6,0,0,0
356,32,7,0,0,0
356,27,8,0,0,0
356,33,9,0,0,0
356,35,10,0,0,0
356,48,11,0,0,0
356,3,12,0,0,0
356,49,13,0,0,0
356,34,14,0,0,0
356,45,18,0,0,0
356,18,15,0,0,0
356,44,16,0,0,0
356,42,17,0,0,0
356,39,19,0,0,0
356,46,20,0,0,0
357,6,2,0,9,1
357,1,1,15,21,1
357,37,4,0,4,0
357,22,3,4,8,0
357,21,5,2,4,0
357,25,7,1,1,0
357,32,9,0,0,0
357,27,11,0,0,0
357,33,12,0,0,0
357,35,8,0,0,0
357,48,14,0,0,0
357,3,6,3,3,0
357,49,17,0,0,0
357,34,15,0,0,0
357,45,13,0,0,0
357,18,16,0,0,0
357,44,18,0,0,0
357,42,19,0,0,0
357,39,10,0,0,0
357,46,20,0,0,0
358,6,2,0,9,1
358,1,1,15,36,2
358,37,5,0,4,0
358,22,3,0,8,0
358,21,6,0,4,0
358,25,9,2,3,0
358,32,10,0,0,0
358,27,12,0,0,0
358,33,13,0,0,0
358,35,7,3,3,0
358,48,15,0,0,0
358,3,8,0,3,0
358,49,17,0,0,0
358,34,4,5,5,0
358,45,14,0,0,0
358,18,16,0,0,0
358,44,19,0,0,0
358,42,18,0,0,0
358,39,11,0,0,0
358,46,20,0,0,0
359,6,3,0,9,1
359,1,1,11,47,3
359,37,7,0,4,0
359,22,2,3,11,0
359,21,8,0,4,0
359,25,5,4,7,0
359,32,12,0,0,0
359,27,11,0,0,0
359,33,14,0,0,0
359,35,9,0,3,0
359,48,13,0,0,0
359,3,4,6,9,0
359,49,17,0,0,0
359,34,6,0,5,0
359,45,15,0,0,0
359,18,16,0,0,0
359,44,20,0,0,0
359,42,18,0,0,0
359,39,10,1,1,0
359,46,19,0,0,0
360,6,4,0,9,1
360,1,1,9,56,4
360,37,8,0,4,0
360,22,3,2,13,0
360,21,5,4,8,0
360,25,6,0,7,0
360,32,13,0,0,0
360,27,12,0,0,0
360,33,14,0,0,0
360,35,9,0,3,0
360,48,10,3,3,0
360,3,2,7,16,0
360,49,18,0,0,0
360,34,7,0,5,0
360,45,15,0,0,0
360,18,17,0,0,0
360,44,20,0,0,0
360,42,19,0,0,0
360,39,11,0,1,0
360,46,16,0,0,0
361,6,4,0,9,1
361,1,1,0,56,4
361,37,9,0,4,0
361,22,3,0,13,0
361,21,6,0,8,0
361,25,7,0,7,0
361,32,10,3,3,0
361,27,12,2,2,0
361,33,15,0,0,0
361,35,5,5,8,0
361,48,11,0,3,0
361,3,2,15,31,1
361,49,19,0,0,0
361,34,8,0,5,0
361,45,14,0,0,0
361,18,18,0,0,0
361,44,20,0,0,0
361,42,16,0,0,0
361,39,13,0,1,0
361,46,17,0,0,0
362,6,3,6,15,1
362,1,1,9,65,5
362,37,9,0,4,0
362,22,4,0,13,0
362,21,7,0,8,0
362,25,5,3,10,0
362,32,10,0,3,0
362,27,12,1,3,0
362,33,15,0,0,0
362,35,6,0,8,0
362,48,11,0,3,0
362,3,2,4,35,1
362,49,19,0,0,0
362,34,8,0,5,0
362,45,16,0,0,0
362,18,18,0,0,0
362,44,20,0,0,0
362,42,17,0,0,0
362,39,14,0,1,0
362,46,13,2,2,0
363,6,3,6,21,1
363,1,1,9,74,6
363,37,10,0,4,0
363,22,4,4,17,0
363,21,7,0,8,0
363,25,5,0,10,0
363,32,8,3,6,0
363,27,12,0,3,0
363,33,16,0,0,0
363,35,6,0,8,0
363,48,11,0,3,0
363,3,2,0,35,1
363,49,19,0,0,0
363,34,9,0,5,0
363,45,17,0,0,0
363,18,13,3,3,0
363,44,20,0,0,0
363,42,18,0,0,0
363,39,15,0,1,0
363,46,14,0,2,0
364,6,3,4,25,1
364,1,1,15,89,7
364,37,10,0,4,0
364,22,4,0,17,0
364,21,6,1,9,0
364,25,5,0,10,0
364,32,8,2,8,0
364,27,12,0,3,0
364,33,16,0,0,0
364,35,7,0,8,0
364,48,11,0,3,0
364,3,2,3,38,1
364,49,19,0,0,0
364,34,9,0,5,0
364,45,17,0,0,0
364,18,13,0,3,0
364,44,20,0,0,0
364,42,18,0,0,0
364,39,15,0,1,0
364,46,14,0,2,0
365,6,3,9,34,2
365,1,1,9,98,7
365,37,10,0,4,0
365,22,4,0,17,0
365,21,5,2,11,0
365,25,6,0,10,0
365,32,7,1,9,0
365,27,12,0,3,0
365,33,16,0,0,0
365,35,8,0,8,0
365,48,11,0,3,0
365,3,2,4,42,1
365,49,19,0,0,0
365,34,9,0,5,0
365,45,17,0,0,0
365,18,13,0,3,0
365,44,20,0,0,0
365,42,18,0,0,0
365,39,15,0,1,0
365,46,14,0,2,0
366,6,3,4,38,2
366,1,1,15,113,8
366,37,10,0,4,0
366,22,4,2,19,0
366,21,5,1,12,0
366,25,6,0,10,0
366,32,7,0,9,0
366,27,12,0,3,0
366,33,16,0,0,0
366,35,8,0,8,0
366,48,11,0,3,0
366,3,2,3,45,1
366,49,19,0,0,0
366,34,9,0,5,0
366,45,17,0,0,0
366,18,13,0,3,0
366,44,20,0,0,0
366,42,18,0,0,0
366,39,15,0,1,0
366,46,14,0,2,0
367,6,3,6,44,2
367,1,1,9,122,9
367,37,10,0,4,0
367,22,4,0,19,0
367,21,6,0,12,0
367,25,5,2,12,0
367,32,7,0,9,0
367,27,12,0,3,0
367,33,16,0,0,0
367,35,8,0,8,0
367,48,11,0,3,0
367,3,2,7,52,1
367,49,19,0,0,0
367,34,9,1,6,0
367,45,17,0,0,0
367,18,13,0,3,0
367,44,20,0,0,0
367,42,18,0,0,0
367,39,15,0,1,0
367,46,14,0,2,0
368,6,2,9,53,3
368,1,1,6,128,9
368,37,12,0,4,0
368,22,4,3,22,0
368,21,6,0,12,0
368,25,5,1,13,0
368,32,7,0,9,0
368,27,14,0,3,0
368,33,16,0,0,0
368,35,8,0,8,0
368,48,13,0,3,0
368,3,3,0,52,1
368,49,19,0,0,0
368,34,10,0,6,0
368,45,17,0,0,0
368,18,11,2,5,0
368,44,20,0,0,0
368,42,18,0,0,0
368,39,15,0,1,0
368,46,9,4,6,0
369,6,2,6,59,3
369,1,1,13,141,10
369,37,12,0,4,0
369,22,4,0,22,0
369,21,6,0,12,0
369,25,5,3,16,0
369,32,7,0,9,0
369,27,14,0,3,0
369,33,16,1,1,0
369,35,8,0,8,0
369,48,13,0,3,0
369,3,3,2,54,1
369,49,19,0,0,0
369,34,10,0,6,0
369,45,17,0,0,0
369,18,11,0,5,0
369,44,20,0,0,0
369,42,18,0,0,0
369,39,15,0,1,0
369,46,9,0,6,0
370,42,18,0,0,0
371,1,1,0,141,10
371,6,3,0,59,3
370,46,10,0,6,0
370,25,5,0,16,0
370,32,7,3,12,0
370,27,14,0,3,0
370,33,16,0,1,0
370,35,8,0,8,0
370,48,13,0,3,0
370,3,2,10,64,1
370,49,19,0,0,0
370,34,9,2,8,0
370,45,17,0,0,0
370,18,11,0,5,0
370,44,20,0,0,0
370,21,6,1,13,0
370,22,4,9,31,1
370,37,12,0,4,0
370,6,3,0,59,3
370,1,1,0,141,10
370,39,15,0,1,0
371,37,12,0,4,0
371,22,4,8,39,1
371,21,7,0,13,0
371,25,5,0,16,0
371,32,6,3,15,0
371,27,14,0,3,0
371,33,16,0,1,0
371,35,8,0,8,0
371,48,13,0,3,0
371,3,2,13,77,2
371,49,19,0,0,0
371,34,9,0,8,0
371,45,17,0,0,0
371,18,11,1,6,0
371,44,20,0,0,0
371,42,18,0,0,0
371,39,15,0,1,0
371,46,10,0,6,0
372,1,1,9,9,1
372,6,2,8,8,0
372,32,3,5,5,0
372,21,4,3,3,0
372,22,5,0,0,0
372,27,6,0,0,0
372,48,7,0,0,0
